23,smart_energy_asset_15,edge,edge_device_16,edge
37,smart_energy_asset_18,edge,edge_device_20,edge
46,data_pipeline_3,fog,private_cloud_8,fog
50,smart_energy_asset_27,edge,edge_device_14,edge
83,smart_energy_asset_16,edge,edge_device_12,edge
97,data_pipeline_10,fog,vm_2,edge
99,vm_6,edge,vm_4,edge
127,smart_energy_asset_10,edge,edge_device_20,edge
144,smart_energy_asset_25,edge,edge_device_5,edge
179,smart_energy_asset_3,edge,smart_energy_asset_25,edge
214,smart_energy_asset_26,edge,edge_device_8,edge
220,smart_energy_asset_36,edge,smart_energy_asset_15,edge
222,smart_energy_asset_17,edge,edge_device_17,edge
20,smart_energy_asset_31,edge,edge_device_10,edge
30,smart_energy_asset_10,edge,edge_device_19,edge
44,smart_energy_asset_37,edge,edge_device_12,edge
103,eks_container_1,cloud,aws_lambda_1,cloud
129,smart_energy_asset_35,edge,edge_device_20,edge
174,smart_energy_asset_36,edge,edge_device_12,edge
229,smart_energy_asset_40,edge,smart_energy_asset_10,edge
243,smart_energy_asset_33,edge,edge_device_10,edge
244,smart_energy_asset_21,edge,edge_device_1,edge
13,smart_energy_asset_40,edge,edge_device_2,edge
42,smart_energy_asset_16,edge,edge_device_4,edge
135,data_pipeline_9,fog,private_cloud_4,fog
155,smart_energy_asset_10,edge,edge_device_1,edge
178,smart_energy_asset_12,edge,edge_device_4,edge
23,edge_device_4,edge,vm_2,edge
52,smart_energy_asset_36,edge,edge_device_14,edge
60,smart_energy_asset_17,edge,edge_device_17,edge
82,smart_energy_asset_27,edge,edge_device_8,edge
110,edge_device_13,edge,vm_8,edge
111,data_integration_app_8,edge,vm_2,edge
150,aws_1,cloud,aws_lambda_1,cloud
210,smart_energy_asset_9,edge,edge_device_1,edge
217,aws_ebs_1,cloud,aws_1,cloud
220,data_pipeline_4,fog,private_cloud_1,fog
52,smart_energy_asset_34,edge,edge_device_2,edge
72,smart_energy_asset_16,edge,edge_device_11,edge
101,edge_device_8,edge,vm_8,edge
151,data_pipeline_3,fog,private_cloud_2,fog
164,smart_energy_asset_35,edge,edge_device_10,edge
208,data_pipeline_8,fog,private_cloud_8,fog
209,smart_energy_asset_19,edge,edge_device_11,edge
227,eks_container_1,cloud,azure_machine_learning_services_1,cloud
245,vm_6,edge,edge_device_12,edge
24,edge_device_10,edge,vm_2,edge
46,data_pipeline_8,fog,private_cloud_2,fog
51,smart_energy_asset_20,edge,edge_device_10,edge
66,smart_energy_asset_34,edge,edge_device_12,edge
77,smart_energy_asset_28,edge,edge_device_1,edge
101,smart_energy_asset_4,edge,edge_device_10,edge
118,smart_energy_asset_21,edge,edge_device_17,edge
128,smart_energy_asset_25,edge,smart_energy_asset_34,edge
139,smart_energy_asset_32,edge,edge_device_1,edge
147,eks_container_1,cloud,private_cloud_8,fog
170,smart_energy_asset_1,edge,smart_energy_asset_28,edge
217,smart_energy_asset_40,edge,edge_device_12,edge
232,smart_energy_asset_37,edge,edge_device_8,edge
234,smart_energy_asset_39,edge,edge_device_5,edge
15,data_pipeline_3,fog,private_cloud_5,fog
22,smart_energy_asset_4,edge,edge_device_1,edge
78,smart_energy_asset_2,edge,edge_device_10,edge
93,smart_energy_asset_26,edge,edge_device_4,edge
119,edge_device_16,edge,vm_2,edge
145,edge_device_20,edge,vm_10,edge
172,smart_energy_asset_17,edge,edge_device_8,edge
237,smart_energy_asset_23,edge,smart_energy_asset_2,edge
40,smart_energy_asset_6,edge,edge_device_4,edge
55,smart_energy_asset_17,edge,edge_device_11,edge
96,data_pipeline_8,fog,private_cloud_6,fog
161,smart_energy_asset_36,edge,edge_device_10,edge
182,smart_energy_asset_34,edge,edge_device_20,edge
248,smart_energy_asset_2,edge,edge_device_2,edge
23,edge_device_14,edge,vm_2,edge
46,smart_energy_asset_22,edge,edge_device_2,edge
49,smart_energy_asset_9,edge,edge_device_8,edge
56,eks_cluster_1,cloud,azure_file_storage_1,cloud
103,smart_energy_asset_5,edge,edge_device_4,edge
142,smart_energy_asset_34,edge,edge_device_8,edge
197,smart_energy_asset_4,edge,smart_energy_asset_22,edge
220,smart_energy_asset_40,edge,edge_device_20,edge
227,smart_energy_asset_6,edge,edge_device_12,edge
16,edge_device_7,edge,vm_10,edge
32,edge_device_16,edge,vm_4,edge
69,smart_energy_asset_6,edge,edge_device_16,edge
105,smart_energy_asset_12,edge,edge_device_10,edge
147,data_integration_app_1,edge,vm_4,edge
213,smart_energy_asset_1,edge,edge_device_8,edge
244,data_integration_app_6,edge,vm_2,edge
27,data_pipeline_10,fog,data_pipeline_4,fog
54,smart_energy_asset_1,edge,edge_device_12,edge
55,smart_energy_asset_36,edge,edge_device_20,edge
87,smart_energy_asset_9,edge,edge_device_4,edge
102,data_integration_app_8,edge,vm_7,edge
103,smart_energy_asset_31,edge,edge_device_5,edge
113,smart_energy_asset_10,edge,edge_device_5,edge
124,edge_device_19,edge,vm_2,edge
156,smart_energy_asset_12,edge,edge_device_17,edge
160,smart_energy_asset_16,edge,edge_device_2,edge
