23,smart_energy_asset_30,edge,edge_device_4,edge
59,smart_energy_asset_40,edge,edge_device_8,edge
34,data_pipeline_8,fog,private_cloud_8,fog
68,smart_energy_asset_4,edge,edge_device_2,edge
75,smart_energy_asset_2,edge,edge_device_16,edge
23,smart_energy_asset_27,edge,smart_energy_asset_2,edge
32,smart_energy_asset_12,edge,edge_device_10,edge
17,smart_energy_asset_21,edge,edge_device_10,edge
56,edge_device_7,edge,vm_10,edge
64,aws_ebs_1,cloud,aws_lambda_1,cloud
67,eks_container_1,cloud,azure_machine_learning_services_1,cloud
71,data_pipeline_1,fog,private_cloud_6,fog
62,eks_cluster_1,cloud,azure_file_storage_1,cloud
68,data_pipeline_10,fog,private_cloud_8,fog
1,smart_energy_asset_22,edge,edge_device_2,edge
35,smart_energy_asset_35,edge,edge_device_10,edge
76,smart_energy_asset_3,edge,edge_device_5,edge
79,smart_energy_asset_18,edge,edge_device_16,edge
6,eks_cluster_1,cloud,aws_ebs_1,cloud
54,smart_energy_asset_27,edge,edge_device_19,edge
6,smart_energy_asset_9,edge,edge_device_17,edge
28,smart_energy_asset_17,edge,edge_device_2,edge
43,data_pipeline_4,fog,private_cloud_10,fog
91,smart_energy_asset_32,edge,edge_device_12,edge
17,data_integration_app_9,edge,vm_8,edge
44,smart_energy_asset_8,edge,edge_device_14,edge
50,smart_energy_asset_10,edge,edge_device_5,edge
66,smart_energy_asset_23,edge,edge_device_2,edge
71,smart_energy_asset_21,edge,edge_device_11,edge
16,smart_energy_asset_21,edge,edge_device_8,edge
17,smart_energy_asset_35,edge,edge_device_20,edge
92,smart_energy_asset_33,edge,smart_energy_asset_35,edge
24,edge_device_6,edge,edge_device_10,edge
36,smart_energy_asset_32,edge,edge_device_20,edge
46,smart_energy_asset_23,edge,edge_device_5,edge
86,smart_energy_asset_8,edge,edge_device_4,edge
7,smart_energy_asset_19,edge,edge_device_6,edge
21,smart_energy_asset_15,edge,edge_device_2,edge
53,smart_energy_asset_31,edge,edge_device_1,edge
57,smart_energy_asset_36,edge,smart_energy_asset_19,edge
78,smart_energy_asset_11,edge,edge_device_4,edge
96,smart_energy_asset_35,edge,edge_device_10,edge
18,smart_energy_asset_5,edge,edge_device_6,edge
37,smart_energy_asset_18,edge,edge_device_16,edge
43,data_pipeline_8,fog,private_cloud_8,fog
65,smart_energy_asset_28,edge,edge_device_2,edge
94,smart_energy_asset_36,edge,edge_device_19,edge
99,smart_energy_asset_12,edge,edge_device_11,edge
57,data_pipeline_8,fog,data_pipeline_9,fog
65,data_integration_app_8,edge,edge_device_1,edge
5,smart_energy_asset_36,edge,edge_device_2,edge
6,smart_energy_asset_32,edge,edge_device_20,edge
35,smart_energy_asset_13,edge,smart_energy_asset_36,edge
38,azure_machine_learning_services_1,cloud,aws_ebs_1,cloud
42,smart_energy_asset_30,edge,edge_device_12,edge
87,eks_container_1,cloud,private_cloud_5,fog
30,smart_energy_asset_34,edge,edge_device_19,edge
62,smart_energy_asset_31,edge,edge_device_12,edge
79,smart_energy_asset_23,edge,smart_energy_asset_34,edge
22,data_pipeline_4,fog,private_cloud_9,fog
28,edge_device_8,edge,edge_device_2,edge
29,edge_device_6,edge,edge_device_8,edge
60,smart_energy_asset_3,edge,edge_device_12,edge
72,smart_energy_asset_19,edge,edge_device_10,edge
82,data_pipeline_5,fog,private_cloud_6,fog
14,smart_energy_asset_37,edge,edge_device_5,edge
40,eks_container_1,cloud,aws_ebs_1,cloud
54,smart_energy_asset_32,edge,edge_device_12,edge
56,smart_energy_asset_23,edge,edge_device_1,edge
60,smart_energy_asset_11,edge,smart_energy_asset_32,edge
73,smart_energy_asset_21,edge,edge_device_10,edge
80,smart_energy_asset_30,edge,edge_device_20,edge
82,aws_1,cloud,aws_ebs_1,cloud
100,smart_energy_asset_15,edge,edge_device_2,edge
1,smart_energy_asset_36,edge,edge_device_16,edge
17,smart_energy_asset_17,edge,smart_energy_asset_36,edge
45,data_pipeline_1,fog,private_cloud_6,fog
66,data_pipeline_3,fog,private_cloud_5,fog
70,smart_energy_asset_20,edge,edge_device_8,edge
84,smart_energy_asset_12,edge,edge_device_12,edge
1,smart_energy_asset_9,edge,edge_device_1,edge
15,smart_energy_asset_29,edge,edge_device_2,edge
31,smart_energy_asset_28,edge,edge_device_10,edge
91,smart_energy_asset_25,edge,edge_device_5,edge
13,smart_energy_asset_23,edge,edge_device_8,edge
23,data_pipeline_10,fog,vm_2,edge
40,smart_energy_asset_39,edge,edge_device_8,edge
94,smart_energy_asset_15,edge,edge_device_5,edge
14,smart_energy_asset_32,edge,edge_device_10,edge
25,data_pipeline_2,fog,private_cloud_4,fog
59,edge_device_16,edge,vm_2,edge
75,aks_node_1,cloud,aws_lambda_1,cloud
78,smart_energy_asset_9,edge,edge_device_17,edge
13,smart_energy_asset_3,edge,edge_device_1,edge
15,smart_energy_asset_12,edge,edge_device_11,edge
84,smart_energy_asset_16,edge,edge_device_10,edge
15,edge_device_4,edge,vm_8,edge
36,smart_energy_asset_11,edge,edge_device_10,edge
53,eks_container_1,cloud,private_cloud_10,fog
71,smart_energy_asset_31,edge,edge_device_5,edge
73,smart_energy_asset_27,edge,smart_energy_asset_11,edge
2,smart_energy_asset_27,edge,edge_device_6,edge
8,smart_energy_asset_16,edge,edge_device_5,edge
10,smart_energy_asset_23,edge,edge_device_2,edge
20,smart_energy_asset_10,edge,smart_energy_asset_23,edge
35,data_integration_app_9,edge,vm_10,edge
51,smart_energy_asset_19,edge,smart_energy_asset_27,edge
54,smart_energy_asset_30,edge,edge_device_16,edge
73,data_pipeline_2,fog,private_cloud_6,fog
12,smart_energy_asset_30,edge,edge_device_10,edge
34,smart_energy_asset_28,edge,edge_device_8,edge
84,smart_energy_asset_3,edge,smart_energy_asset_30,edge
8,smart_energy_asset_27,edge,edge_device_19,edge
13,smart_energy_asset_10,edge,edge_device_16,edge
93,smart_energy_asset_20,edge,edge_device_12,edge
4,smart_energy_asset_30,edge,edge_device_12,edge
50,edge_device_8,edge,vm_4,edge
71,smart_energy_asset_35,edge,edge_device_20,edge
74,data_integration_app_8,edge,edge_device_2,edge
18,data_pipeline_7,fog,private_cloud_6,fog
22,smart_energy_asset_34,edge,edge_device_8,edge
56,smart_energy_asset_10,edge,edge_device_19,edge
67,vm_5,edge,vm_4,edge
48,smart_energy_asset_6,edge,edge_device_5,edge
99,smart_energy_asset_8,edge,edge_device_8,edge
28,smart_energy_asset_10,edge,edge_device_2,edge
32,smart_energy_asset_29,edge,edge_device_12,edge
54,smart_energy_asset_19,edge,edge_device_5,edge
61,smart_energy_asset_12,edge,edge_device_6,edge
68,smart_energy_asset_13,edge,edge_device_4,edge
4,data_pipeline_8,fog,private_cloud_9,fog
23,data_integration_app_8,edge,vm_10,edge
60,smart_energy_asset_28,edge,edge_device_2,edge
83,data_pipeline_10,fog,private_cloud_4,fog
4,vm_6,edge,edge_device_12,edge
52,smart_energy_asset_27,edge,smart_energy_asset_2,edge
70,edge_device_13,edge,vm_10,edge
79,data_integration_app_7,edge,vm_4,edge
81,smart_energy_asset_39,edge,edge_device_12,edge
84,smart_energy_asset_33,edge,edge_device_1,edge
3,smart_energy_asset_20,edge,edge_device_8,edge
9,smart_energy_asset_23,edge,edge_device_10,edge
31,eks_container_1,cloud,private_cloud_10,fog
79,smart_energy_asset_1,edge,edge_device_10,edge
78,smart_energy_asset_3,edge,edge_device_11,edge
3,smart_energy_asset_25,edge,edge_device_4,edge
44,smart_energy_asset_3,edge,edge_device_2,edge
54,smart_energy_asset_31,edge,edge_device_16,edge
66,eks_ec2_1,cloud,aws_ebs_1,cloud
67,smart_energy_asset_19,edge,edge_device_17,edge
71,smart_energy_asset_8,edge,smart_energy_asset_31,edge
74,smart_energy_asset_32,edge,edge_device_1,edge
34,edge_device_9,edge,vm_2,edge
58,edge_device_10,edge,vm_4,edge
63,smart_energy_asset_8,edge,edge_device_9,edge
68,smart_energy_asset_3,edge,edge_device_6,edge
79,smart_energy_asset_15,edge,edge_device_8,edge
89,smart_energy_asset_1,edge,edge_device_10,edge
90,data_pipeline_2,fog,private_cloud_8,fog
11,smart_energy_asset_19,edge,edge_device_1,edge
77,data_integration_app_6,edge,vm_8,edge
21,smart_energy_asset_5,edge,edge_device_17,edge
31,edge_device_8,edge,vm_8,edge
33,smart_energy_asset_15,edge,edge_device_2,edge
86,edge_device_10,edge,vm_10,edge
16,edge_device_10,edge,vm_10,edge
24,aks_cluster_1,cloud,aws_lambda_1,cloud
38,edge_device_4,edge,vm_4,edge
44,smart_energy_asset_19,edge,edge_device_5,edge
93,smart_energy_asset_16,edge,edge_device_17,edge
4,smart_energy_asset_21,edge,edge_device_1,edge
5,smart_energy_asset_26,edge,edge_device_8,edge
41,smart_energy_asset_9,edge,edge_device_17,edge
46,data_pipeline_1,fog,private_cloud_6,fog
61,smart_energy_asset_32,edge,smart_energy_asset_26,edge
69,smart_energy_asset_8,edge,edge_device_4,edge
28,data_pipeline_10,fog,private_cloud_6,fog
29,data_integration_app_8,edge,vm_8,edge
61,data_integration_app_9,edge,vm_4,edge
82,edge_device_6,edge,data_integration_app_8,edge
85,smart_energy_asset_15,edge,edge_device_16,edge
88,smart_energy_asset_22,edge,edge_device_1,edge
36,smart_energy_asset_21,edge,edge_device_5,edge
41,smart_energy_asset_10,edge,edge_device_20,edge
72,smart_energy_asset_30,edge,edge_device_16,edge
79,edge_device_13,edge,vm_2,edge
17,data_pipeline_4,fog,private_cloud_4,fog
31,smart_energy_asset_34,edge,edge_device_20,edge
54,smart_energy_asset_21,edge,edge_device_12,edge
57,vm_5,edge,vm_4,edge
14,smart_energy_asset_1,edge,edge_device_8,edge
38,data_pipeline_6,fog,private_cloud_6,fog
42,smart_energy_asset_13,edge,edge_device_2,edge
59,smart_energy_asset_40,edge,edge_device_2,edge
74,smart_energy_asset_19,edge,edge_device_4,edge
42,data_integration_app_8,edge,edge_device_1,edge
72,smart_energy_asset_13,edge,edge_device_2,edge
77,smart_energy_asset_19,edge,edge_device_4,edge
24,smart_energy_asset_34,edge,edge_device_10,edge
37,smart_energy_asset_28,edge,edge_device_4,edge
52,smart_energy_asset_18,edge,edge_device_16,edge
98,smart_energy_asset_27,edge,edge_device_4,edge
18,smart_energy_asset_17,edge,edge_device_2,edge
34,eks_container_1,cloud,aks_cluster_1,cloud
45,smart_energy_asset_21,edge,edge_device_1,edge
60,smart_energy_asset_33,edge,edge_device_10,edge
61,smart_energy_asset_37,edge,edge_device_10,edge
92,smart_energy_asset_8,edge,smart_energy_asset_37,edge
96,smart_energy_asset_27,edge,edge_device_11,edge
17,smart_energy_asset_32,edge,edge_device_4,edge
42,smart_energy_asset_25,edge,edge_device_5,edge
70,smart_energy_asset_2,edge,edge_device_8,edge
94,data_pipeline_4,fog,data_pipeline_8,fog
71,eks_container_1,cloud,aws_deep_learning_1,cloud
12,smart_energy_asset_31,edge,edge_device_1,edge
23,smart_energy_asset_16,edge,edge_device_11,edge
78,edge_device_1,edge,vm_8,edge
88,smart_energy_asset_8,edge,edge_device_14,edge
39,edge_device_6,edge,edge_device_12,edge
45,smart_energy_asset_5,edge,edge_device_4,edge
55,smart_energy_asset_25,edge,edge_device_2,edge
57,smart_energy_asset_37,edge,edge_device_10,edge
7,smart_energy_asset_15,edge,edge_device_12,edge
31,data_pipeline_8,fog,private_cloud_2,fog
56,smart_energy_asset_21,edge,edge_device_10,edge
20,data_pipeline_4,fog,private_cloud_1,fog
75,smart_energy_asset_2,edge,edge_device_5,edge
29,data_pipeline_8,fog,data_pipeline_9,fog
38,data_pipeline_2,fog,private_cloud_4,fog
83,smart_energy_asset_27,edge,edge_device_11,edge
21,smart_energy_asset_28,edge,edge_device_2,edge
41,data_pipeline_3,fog,private_cloud_4,fog
51,data_pipeline_8,fog,private_cloud_6,fog
81,smart_energy_asset_35,edge,smart_energy_asset_28,edge
43,smart_energy_asset_17,edge,edge_device_8,edge
49,smart_energy_asset_29,edge,edge_device_2,edge
59,vm_6,edge,vm_4,edge
76,data_integration_app_8,edge,edge_device_5,edge
87,smart_energy_asset_3,edge,edge_device_12,edge
92,smart_energy_asset_27,edge,edge_device_6,edge
1,smart_energy_asset_39,edge,edge_device_10,edge
46,eks_container_1,cloud,aws_ebs_1,cloud
47,smart_energy_asset_16,edge,edge_device_11,edge
54,smart_energy_asset_13,edge,edge_device_12,edge
70,smart_energy_asset_2,edge,smart_energy_asset_16,edge
2,smart_energy_asset_16,edge,edge_device_4,edge
12,smart_energy_asset_14,edge,edge_device_8,edge
50,data_pipeline_8,fog,private_cloud_9,fog
81,smart_energy_asset_8,edge,edge_device_5,edge
94,smart_energy_asset_19,edge,edge_device_4,edge
2,smart_energy_asset_34,edge,edge_device_5,edge
26,smart_energy_asset_33,edge,edge_device_16,edge
60,smart_energy_asset_37,edge,edge_device_4,edge
76,smart_energy_asset_16,edge,edge_device_5,edge
91,smart_energy_asset_30,edge,smart_energy_asset_37,edge
99,smart_energy_asset_11,edge,edge_device_4,edge
39,smart_energy_asset_28,edge,edge_device_11,edge
54,data_integration_app_7,edge,vm_4,edge
78,smart_energy_asset_31,edge,edge_device_2,edge
95,smart_energy_asset_40,edge,smart_energy_asset_28,edge
66,data_integration_app_9,edge,vm_4,edge
74,data_pipeline_10,fog,private_cloud_2,fog
85,edge_device_4,edge,vm_8,edge
74,edge_device_16,edge,vm_8,edge
8,edge_device_19,edge,vm_2,edge
93,smart_energy_asset_2,edge,edge_device_12,edge
95,data_pipeline_4,fog,private_cloud_5,fog
29,smart_energy_asset_19,edge,edge_device_11,edge
40,data_pipeline_5,fog,private_cloud_6,fog
86,data_pipeline_8,fog,private_cloud_1,fog
48,edge_device_16,edge,vm_8,edge
70,data_pipeline_2,fog,private_cloud_10,fog
45,data_integration_app_9,edge,vm_10,edge
58,smart_energy_asset_25,edge,edge_device_8,edge
78,smart_energy_asset_33,edge,smart_energy_asset_25,edge
