23,smart_energy_asset_71,edge,edge_device_13,edge
93,smart_energy_asset_75,edge,edge_device_18,edge
115,smart_energy_asset_55,edge,edge_device_35,edge
226,smart_energy_asset_10,edge,smart_energy_asset_71,edge
250,aks_container_1,cloud,aks_cluster_2,cloud
17,smart_energy_asset_39,edge,smart_energy_asset_14,edge
41,data_pipeline_9,fog,private_cloud_4,fog
45,smart_energy_asset_67,edge,edge_device_34,edge
61,smart_energy_asset_80,edge,edge_device_2,edge
127,smart_energy_asset_58,edge,smart_energy_asset_39,edge
132,smart_energy_asset_4,edge,edge_device_10,edge
137,smart_energy_asset_19,edge,smart_energy_asset_6,edge
159,smart_energy_asset_2,edge,edge_device_24,edge
172,smart_energy_asset_68,edge,smart_energy_asset_19,edge
13,smart_energy_asset_42,edge,smart_energy_asset_14,edge
34,smart_energy_asset_55,edge,smart_energy_asset_42,edge
49,smart_energy_asset_50,edge,edge_device_17,edge
52,smart_energy_asset_39,edge,smart_energy_asset_55,edge
97,smart_energy_asset_74,edge,edge_device_5,edge
163,smart_energy_asset_75,edge,edge_device_10,edge
219,smart_energy_asset_69,edge,edge_device_17,edge
16,data_pipeline_1,fog,private_cloud_18,fog
21,smart_energy_asset_9,edge,edge_device_5,edge
66,smart_energy_asset_23,edge,edge_device_34,edge
86,smart_energy_asset_59,edge,smart_energy_asset_11,edge
151,smart_energy_asset_51,edge,edge_device_24,edge
163,smart_energy_asset_42,edge,smart_energy_asset_33,edge
237,data_pipeline_25,fog,private_cloud_5,fog
16,smart_energy_asset_61,edge,edge_device_3,edge
54,smart_energy_asset_55,edge,edge_device_26,edge
59,smart_energy_asset_53,edge,edge_device_28,edge
64,private_cloud_8,fog,private_cloud_19,fog
164,data_pipeline_23,fog,private_cloud_11,fog
212,smart_energy_asset_79,edge,edge_device_3,edge
225,data_pipeline_1,fog,private_cloud_2,fog
28,smart_energy_asset_4,edge,edge_device_1,edge
67,data_pipeline_9,fog,private_cloud_23,fog
116,data_pipeline_6,fog,private_cloud_2,fog
244,eks_container_1,cloud,aks_pod_2,cloud
55,data_pipeline_7,fog,private_cloud_13,fog
86,smart_energy_asset_71,edge,edge_device_17,edge
91,smart_energy_asset_53,edge,edge_device_37,edge
119,smart_energy_asset_63,edge,smart_energy_asset_53,edge
133,data_pipeline_12,fog,data_pipeline_25,fog
163,smart_energy_asset_22,edge,edge_device_26,edge
236,azure_disk_storage_2,cloud,aws_efs_1,cloud
243,data_pipeline_18,fog,private_cloud_19,fog
18,data_pipeline_1,fog,private_cloud_23,fog
40,smart_energy_asset_37,edge,edge_device_31,edge
75,smart_energy_asset_74,edge,edge_device_25,edge
76,smart_energy_asset_66,edge,edge_device_32,edge
137,smart_energy_asset_14,edge,edge_device_6,edge
146,smart_energy_asset_12,edge,edge_device_12,edge
208,smart_energy_asset_15,edge,edge_device_5,edge
209,smart_energy_asset_35,edge,edge_device_1,edge
214,smart_energy_asset_41,edge,edge_device_24,edge
222,smart_energy_asset_42,edge,edge_device_6,edge
48,smart_energy_asset_17,edge,edge_device_12,edge
144,data_pipeline_7,fog,private_cloud_5,fog
191,edge_device_38,edge,vm_1,edge
18,data_pipeline_9,fog,edge_device_26,edge
31,smart_energy_asset_54,edge,edge_device_28,edge
68,smart_energy_asset_53,edge,edge_device_32,edge
138,smart_energy_asset_74,edge,edge_device_5,edge
141,edge_device_25,edge,data_integration_app_19,edge
169,smart_energy_asset_19,edge,edge_device_3,edge
216,data_pipeline_21,fog,private_cloud_16,fog
219,smart_energy_asset_68,edge,edge_device_2,edge
241,data_pipeline_17,fog,private_cloud_15,fog
245,smart_energy_asset_60,edge,edge_device_28,edge
43,smart_energy_asset_59,edge,smart_energy_asset_6,edge
81,smart_energy_asset_5,edge,edge_device_6,edge
110,smart_energy_asset_52,edge,edge_device_31,edge
250,smart_energy_asset_15,edge,edge_device_3,edge
24,smart_energy_asset_41,edge,edge_device_10,edge
114,smart_energy_asset_19,edge,edge_device_6,edge
128,smart_energy_asset_42,edge,edge_device_5,edge
203,smart_energy_asset_79,edge,edge_device_3,edge
209,edge_device_39,edge,vm_17,edge
37,smart_energy_asset_53,edge,edge_device_24,edge
79,data_pipeline_10,fog,private_cloud_6,fog
122,edge_device_2,edge,vm_24,edge
145,smart_energy_asset_55,edge,edge_device_5,edge
237,edge_device_22,edge,vm_10,edge
240,smart_energy_asset_76,edge,edge_device_21,edge
6,edge_device_24,edge,vm_24,edge
11,data_pipeline_5,fog,private_cloud_1,fog
85,data_pipeline_8,fog,private_cloud_24,fog
113,data_pipeline_24,fog,private_cloud_3,fog
120,smart_energy_asset_37,edge,edge_device_26,edge
133,smart_energy_asset_29,edge,edge_device_17,edge
146,data_pipeline_9,fog,private_cloud_5,fog
160,data_pipeline_19,fog,private_cloud_23,fog
172,smart_energy_asset_34,edge,edge_device_21,edge
23,smart_energy_asset_57,edge,edge_device_28,edge
28,data_pipeline_24,fog,private_cloud_17,fog
124,smart_energy_asset_53,edge,edge_device_14,edge
140,smart_energy_asset_47,edge,edge_device_12,edge
158,smart_energy_asset_29,edge,edge_device_6,edge
19,smart_energy_asset_68,edge,smart_energy_asset_73,edge
43,smart_energy_asset_61,edge,edge_device_17,edge
93,edge_device_2,edge,vm_24,edge
103,data_pipeline_23,fog,private_cloud_20,fog
234,data_pipeline_2,fog,private_cloud_2,fog
