5,edge_device_97,edge,vm_61,edge
42,data_pipeline_31,fog,private_cloud_24,fog
54,data_integration_app_17,edge,edge_device_1,edge
72,smart_energy_asset_131,edge,edge_device_61,edge
86,private_cloud_15,fog,private_cloud_11,fog
74,edge_device_71,edge,vm_64,edge
50,smart_energy_asset_150,edge,edge_device_98,edge
66,smart_energy_asset_39,edge,edge_device_71,edge
25,smart_energy_asset_200,edge,edge_device_20,edge
50,smart_energy_asset_109,edge,edge_device_77,edge
62,smart_energy_asset_34,edge,edge_device_12,edge
76,smart_energy_asset_119,edge,edge_device_84,edge
1,smart_energy_asset_93,edge,edge_device_57,edge
2,data_pipeline_12,fog,private_cloud_21,fog
56,smart_energy_asset_198,edge,edge_device_30,edge
82,vm_59,edge,vm_55,edge
87,smart_energy_asset_3,edge,edge_device_47,edge
15,smart_energy_asset_64,edge,edge_device_98,edge
50,smart_energy_asset_53,edge,edge_device_69,edge
75,data_pipeline_58,fog,private_cloud_44,fog
77,aks_container_5,cloud,private_cloud_31,fog
85,data_pipeline_63,fog,private_cloud_69,fog
95,data_integration_app_33,edge,vm_74,edge
21,smart_energy_asset_185,edge,edge_device_109,edge
24,data_pipeline_34,fog,private_cloud_11,fog
26,edge_device_16,edge,vm_37,edge
36,data_pipeline_23,fog,private_cloud_10,fog
53,smart_energy_asset_133,edge,edge_device_77,edge
70,smart_energy_asset_110,edge,smart_energy_asset_84,edge
73,smart_energy_asset_41,edge,smart_energy_asset_216,edge
99,smart_energy_asset_4,edge,edge_device_57,edge
7,smart_energy_asset_104,edge,edge_device_55,edge
29,smart_energy_asset_120,edge,edge_device_115,edge
80,smart_energy_asset_47,edge,edge_device_2,edge
83,data_pipeline_14,fog,private_cloud_51,fog
100,smart_energy_asset_142,edge,edge_device_41,edge
4,data_pipeline_19,fog,private_cloud_74,fog
30,smart_energy_asset_117,edge,edge_device_6,edge
34,data_pipeline_33,fog,private_cloud_21,fog
36,smart_energy_asset_90,edge,edge_device_114,edge
88,edge_device_119,edge,edge_device_102,edge
95,edge_device_89,edge,edge_device_40,edge
22,data_integration_app_51,edge,vm_33,edge
47,edge_device_34,edge,vm_27,edge
80,smart_energy_asset_204,edge,edge_device_83,edge
82,smart_energy_asset_69,edge,edge_device_17,edge
89,smart_energy_asset_152,edge,edge_device_36,edge
97,data_integration_app_20,edge,data_integration_app_64,edge
7,smart_energy_asset_216,edge,edge_device_1,edge
45,edge_device_65,edge,data_integration_app_34,edge
56,data_pipeline_44,fog,data_pipeline_4,fog
9,data_integration_app_74,edge,data_integration_app_52,edge
30,smart_energy_asset_13,edge,edge_device_114,edge
38,smart_energy_asset_41,edge,smart_energy_asset_225,edge
41,smart_energy_asset_153,edge,edge_device_109,edge
47,smart_energy_asset_132,edge,edge_device_107,edge
73,data_integration_app_59,edge,edge_device_30,edge
80,smart_energy_asset_111,edge,edge_device_51,edge
34,smart_energy_asset_74,edge,edge_device_117,edge
55,data_integration_app_73,edge,vm_30,edge
63,data_integration_app_51,edge,data_integration_app_71,edge
76,smart_energy_asset_150,edge,edge_device_77,edge
86,smart_energy_asset_78,edge,edge_device_115,edge
1,smart_energy_asset_43,edge,edge_device_76,edge
25,smart_energy_asset_201,edge,smart_energy_asset_207,edge
78,edge_device_34,edge,edge_device_23,edge
84,smart_energy_asset_229,edge,edge_device_15,edge
89,smart_energy_asset_155,edge,edge_device_53,edge
97,smart_energy_asset_32,edge,edge_device_65,edge
9,smart_energy_asset_203,edge,edge_device_36,edge
17,private_cloud_62,fog,private_cloud_35,fog
37,smart_energy_asset_99,edge,edge_device_109,edge
40,smart_energy_asset_181,edge,edge_device_48,edge
69,smart_energy_asset_188,edge,edge_device_23,edge
100,data_integration_app_46,edge,edge_device_15,edge
27,smart_energy_asset_99,edge,edge_device_111,edge
45,smart_energy_asset_203,edge,edge_device_39,edge
75,smart_energy_asset_145,edge,edge_device_112,edge
84,data_pipeline_25,fog,private_cloud_35,fog
79,data_pipeline_19,fog,private_cloud_13,fog
85,data_pipeline_73,fog,private_cloud_53,fog
97,smart_energy_asset_130,edge,edge_device_40,edge
29,smart_energy_asset_193,edge,edge_device_76,edge
41,data_pipeline_19,fog,private_cloud_22,fog
3,data_integration_app_60,edge,edge_device_57,edge
