45,smart_energy_asset_67,edge,edge_device_71,edge
55,smart_energy_asset_223,edge,edge_device_22,edge
62,smart_energy_asset_190,edge,edge_device_74,edge
97,smart_energy_asset_22,edge,edge_device_41,edge
106,smart_energy_asset_204,edge,edge_device_96,edge
118,smart_energy_asset_224,edge,smart_energy_asset_147,edge
131,smart_energy_asset_53,edge,smart_energy_asset_4,edge
139,smart_energy_asset_86,edge,smart_energy_asset_223,edge
169,smart_energy_asset_32,edge,edge_device_102,edge
175,smart_energy_asset_77,edge,edge_device_64,edge
177,data_pipeline_7,fog,private_cloud_11,fog
200,smart_energy_asset_40,edge,edge_device_30,edge
215,smart_energy_asset_28,edge,edge_device_74,edge
219,smart_energy_asset_103,edge,edge_device_112,edge
225,smart_energy_asset_225,edge,smart_energy_asset_43,edge
244,data_pipeline_26,fog,private_cloud_69,fog
